best western bowery hanbee hotel,5,22
phoenix hotel,3,23
ram s hotel,1,23
novotel new york times square,4,23
best western grant park hotel,4,23
surf motel,3,24
touchstone hotel,4,24
hilton garden inn chicago downtown magnificent mile,5,24
best western mccarran inn,4,24
terrible s hotel casino,4,24
crowne plaza times square manhattan,5,24
edwardian san francisco hotel,3,24
hotel diva,4,25
st regis hotel san francisco,4,25
king george hotel,3,25
w san francisco,5,25
the lombardy,5,25
cancun resort,4,26
clift hotel san francisco,5,26
residence inn las vegas hughes center,5,27
comfort inn by the bay,4,27
mandalay bay resort casino,4,27
ram s hotel,1,27
civic center inn,2,27
fairfield inn chicago midway airport,5,27
washington jefferson hotel,4,27
hudson hotel,4,27
omni san francisco hotel,5,28
hotel wales,3,28
wheeler mansion,3,28
grandview at las vegas,4,28
omni san francisco hotel,5,28
omni san francisco hotel,5,28
fitzgerald hotel union square,4,29
hotel north beach,4,29
courtyard new york manhattan fifth avenue,5,29
hotel beresford,3,29
chelsea pines inn,4,29
wellington hotel,4,29
amsterdam court hotel,3,29
super 8 chicago o hare south,2,29
best western carriage inn,3,29
serrano hotel a kimpton hotel,5,30
the michelangelo hotel,5,30
washington jefferson hotel,5,30
greenwich hotel,4,31
the kimberly hotel,4,31
fairmont heritage place ghirardelli square,4,31
greenwich hotel,4,31
suites at fisherman s wharf,4,31
four seasons hotel san francisco,5,31
fairmont heritage place ghirardelli square,4,31
peninsula new york,4,31
st regis hotel san francisco,5,31
the plaza,4,32
the ritz carlton new york central park,5,32
peninsula new york,4,32
the plaza,4,32
peninsula new york,4,32
the mark,5,32
suites at fisherman s wharf,5,32
hotel carlton a joie de vivre hotel,5,32
the london nyc,4,33
las vegas club 36,4,33
thehotel at mandalay bay,5,33
presidio inn suites,3,33
highland inn motel,3,33
broadway plaza hotel,4,33
greenwich hotel,4,34
the kimberly hotel,4,34
peninsula new york,5,34
peninsula new york,4,34
hotel drisco,5,34
trump international hotel and tower,4,34
peninsula new york,4,34
trump international hotel and tower,4,34
four seasons hotel san francisco,4,34
mandarin oriental new york,5,35
park south hotel,4,35
four seasons hotel san francisco,4,35
lowell hotel,5,35
cooper square hotel,4,36
plaza athenee hotel,4,36
chelsea pines inn,5,36
chelsea pines inn,5,36
kitano new york,4,36
best western carriage inn,4,36
king george hotel,4,36
the donatello hotel,4,36
wynn las vegas,5,36
alexis park resort,2,37
renaissance stanford court,4,37
carlton arms,5,37
chelsea motor inn,4,37
extended stay deluxe las vegas east flamingo,3,37
soho grand hotel,4,37
nob hill motor inn,4,37
wellington hotel,4,37
renaissance stanford court,5,37
eurostars wall street,5,38
kitano new york,5,38
the hampton inn times square north,5,38
plaza athenee hotel,3,38
hotel sax chicago,5,38
hotel st james,5,38
palms place hotel spa,4,38
days inn san francisco at the beach,3,38
hotel burnham a kimpton hotel,5,39
skylark motel,1,39
hotel giraffe,4,39
affinia shelburne,5,39
hotel gansevoort,4,39
four seasons hotel san francisco,4,40
new york palace hotel,4,40
greenwich hotel,4,40
the ritz carlton new york central park,4,40
lowell hotel,4,40
hotel elysee,5,41
ramada inn lake shore chicago,3,41
hilton grand vacation suites las vegas convention center,3,41
fairmont heritage place ghirardelli square,4,42
mandarin oriental new york,4,42
lowell hotel,4,42
the sherry netherland hotel,5,42
four seasons hotel san francisco,4,42
le parker meridien,4,42
the ritz carlton new york central park,4,42
le meridien san francisco,5,43
venetian resort hotel casino,4,43
best western hospitality house,5,44
san francisco at the presidio travelodge,4,44
hotel mela,5,45
sofitel chicago water tower,4,45
red roof inn manhattan,5,45
hilton garden inn chicago downtown magnificent mile,5,45
cow hollow motor inn and suites,4,46
st regis hotel san francisco,4,46
washington square hotel,4,46
columbus motor inn,4,47
omni berkshire place,4,47
kitano new york,4,47
travelodge central san francisco hotel,2,47
w san francisco,4,47
the westin new york at times square,4,47
blue moon hotel,5,47
w san francisco,3,47
hotel felix,4,48
chambers hotel,4,48
smyth hotel a thompson hotel,4,48
the silversmith hotel suites,4,48
hotel burnham a kimpton hotel,5,48
the michelangelo hotel,5,48
buckingham athletic club,4,49
palace hotel,4,49
w new york times square,4,49
the new york helmsley,4,49
residence inn chicago midway,5,50
best western tuscan inn fisherman s wharf a kimpton hotel,4,50
san carlos hotel,4,50
extended stay deluxe las vegas east flamingo,3,50
best western hotel tomo,4,50
san carlos hotel,4,50
the drake,5,50
andrews hotel,5,51
skyline hotel,4,51
four points by sheraton midtown times square,4,51
cosmopolitan hotel tribeca,4,52
new york marriott downtown,3,52
hotel east houston,5,52
ambassador east hotel,5,52
alexis park resort,3,52
suncoast hotel and casino,4,52
wall street inn,4,52
chicago marriott at medical district uic,5,53
geary parkway motel,5,53
rio suite hotel and casino,3,53
san francisco at the presidio travelodge,4,53
holiday inn express hotel and suites las vegas 215 beltway,5,53
amalfi hotel chicago,5,53
beresford arms,4,53
thehotel at mandalay bay,4,53
hotel mela,5,53
renoir hotel,3,54
jockey club,5,54
renaissance stanford court,5,54
skyline hotel,4,54
hotel metro,5,54
st regis hotel san francisco,5,55
fairmont heritage place ghirardelli square,5,55
hotel diva,5,56
skyline hotel,3,56
red roof inn manhattan,4,56
marriott s grand chateau,4,56
touchstone hotel,5,56
mandarin oriental new york,4,57
royal vacation suites hotel las vegas,5,58
club quarters chicago wacker at michigan,4,58
the sherry netherland hotel,5,59
sheraton fisherman s wharf hotel,5,59
best western carriage inn,4,59
the sherry netherland hotel,5,59
residence inn chicago midway,5,59
central loop hotel,4,60
la quinta inn and suites tropicana,3,60
good nite inn san francisco airport,3,60
sheraton fisherman s wharf hotel,4,60
w san francisco,4,60
mandarin oriental,5,61
omni san francisco hotel,4,61
hotel newton,4,61
the sherry netherland hotel,4,61
kitano new york,5,61
suites at fisherman s wharf,5,61
plaza athenee hotel,4,62
residence inn chicago midway,5,62
plaza athenee hotel,3,62
park central,4,63
st regis hotel san francisco,5,64
hotel drisco,4,64
the ritz carlton,5,64
the sherry netherland hotel,5,64
the carlyle a rosewood hotel,4,64
omni san francisco hotel,4,64
fairmont heritage place ghirardelli square,5,65
oceanview motel,3,66
union square plaza hotel,4,67
the carriage house,4,67
best western bowery hanbee hotel,5,67
renaissance stanford court,5,67
nob hill motor inn,4,67
the herbert hotel,4,67
palms place hotel spa,4,67
the drake,4,68
hotel mela,5,69
fairmont heritage place ghirardelli square,4,70
trump international hotel and tower,4,70
the manhattan club,4,70
greenwich hotel,4,70
chelsea pines inn,5,71
sheraton new york hotel towers,4,71
the talbott hotel,5,71
the michelangelo hotel,5,71
best western hawthorne terrace,5,72
hotel boheme,5,72
conrad chicago,4,72
harbor court hotel a kimpton hotel,5,72
holiday inn express hotel and suites las vegas 215 beltway,5,72
hotel felix,5,72
the ritz carlton,5,73
cosmopolitan hotel tribeca,4,73
st regis hotel san francisco,5,73
greenwich hotel,4,73
hotel drisco,5,73
four points by sheraton chicago downtown magnificent mile,4,73
the sherry netherland hotel,4,73
the pierre,4,74
st regis hotel san francisco,4,74
the ritz carlton,4,74
jockey club,4,74
sheraton fisherman s wharf hotel,5,74
hotel vitale,5,74
skyline hotel,3,74
hotel drisco,5,74
hotel vitale,5,74
hotel 373,4,75
rodeway inn convention center,4,75
extended stay deluxe las vegas east flamingo,3,75
palwaukee inn conference center,3,75
the willows,5,75
amalfi hotel chicago,5,76
omni san francisco hotel,5,76
comfort inn suites las vegas,4,76
amsterdam court hotel,4,76
intercontinental san francisco,5,76
hilton grand vacation suites las vegas convention center,4,76
trump international hotel tower chicago,5,76
w san francisco,4,76
sheraton fisherman s wharf hotel,3,76
mandarin oriental new york,4,77
fairmont heritage place ghirardelli square,5,77
hotel vertigo,4,77
w new york the tuscany,3,78
hotel vertigo,3,78
mandarin oriental,4,78
le parker meridien,4,78
the bowery hotel,5,79
the sherry netherland hotel,4,79
renaissance stanford court,4,79
kitano new york,5,79
hotel vitale,5,79
hotel drisco,4,79
st regis hotel san francisco,4,79
hotel kabuki,4,80
buckingham hotel,4,80
skyline hotel,4,80
suites at fisherman s wharf,4,81
the donatello hotel,5,81
suites at fisherman s wharf,4,81
st regis hotel san francisco,4,81
6 columbus,4,81
st regis hotel san francisco,5,81
the sherry netherland hotel,5,81
the sherry netherland hotel,5,81
hotel gansevoort,4,82
greenwich hotel,4,82
peninsula new york,4,82
hotel drisco,5,82
suites at fisherman s wharf,5,82
suites at fisherman s wharf,5,82
suites at fisherman s wharf,5,82
fairmont heritage place ghirardelli square,4,82
the lombardy,4,83
wynn las vegas,4,83
courtyard by marriott fisherman s wharf,4,83
greenwich hotel,4,83
park hyatt chicago,4,83
the ritz carlton new york central park,4,83
four seasons hotel chicago,5,83
hotel drisco,5,83
suites at fisherman s wharf,5,83
the hampton inn times square north,5,84
library hotel,4,85
four points by sheraton midtown times square,4,85
w new york times square,5,85
the standard new york,5,85
hotel blake,5,85
the london nyc,5,85
best western bowery hanbee hotel,5,85
le parker meridien,4,85
hotel burnham a kimpton hotel,5,86
hampton inn manhattan times square south,5,86
the embassy hotel,3,87
buckingham hotel,4,87
chinatown hotel,3,87
the kimberly hotel,4,88
park hyatt chicago,5,88
travelodge golden gate san francisco,4,88
the talbott hotel,4,88
the kensington park hotel,4,88
suites at fisherman s wharf,4,88
hilton club new york,4,88
best western carriage inn,4,88
the silversmith hotel suites,4,89
new york marriott east side,4,89
sw hotel,5,89
travelodge golden gate san francisco,4,89
monarch hotel,3,89
mission inn,2,89
the carriage house,5,90
best western hawthorne terrace,4,90
rodeway inn convention center,4,90
rodeway inn convention center,5,90
arizona charlie s boulder casino hotel,4,90
signature at mgm grand,5,90
renaissance chicago o hare suites hotel,5,90
south point hotel casino and spa,5,90
amsterdam court hotel,4,91
the new york helmsley,4,91
san francisco at the presidio travelodge,5,91
the kimberly hotel,4,92
vagabond inn san francisco civic center,3,92
san carlos hotel,5,92
the peninsula chicago,5,92
the shoreham,4,92
the kimberly hotel,4,92
west 57th street by hilton club,4,93
the inn at irving place,4,93
four points by sheraton midtown times square,4,93
omni san francisco hotel,4,93
best western carriage inn,4,93
allerton hotel,4,93
the pierre,4,93
san francisco at the presidio travelodge,5,93
trump international hotel and tower,5,94
the ritz carlton new york central park,4,94
le parker meridien,4,95
the london nyc,5,96
residence inn las vegas convention center,3,96
courtyard chicago midway airport,4,96
hotel whitcomb,4,96
the donatello hotel,4,96
homestead studio suites las vegas midtown,3,96
lowell hotel,4,97
peninsula new york,4,97
the plaza,5,97
fairmont heritage place ghirardelli square,4,97
thewit hotel,5,98
conrad chicago,5,98
mandarin oriental,4,99
the new york helmsley,5,99
campton place hotel,4,99
rodeway inn civic center,3,100
cooper square hotel,4,101
royal vacation suites hotel las vegas,4,101
habitat corporate suites at presidential towers,3,101
jw marriott san francisco union square,4,101
hard rock hotel and casino,3,101
chelsea savoy hotel,4,101
club quarters chicago wacker at michigan,4,101
hotel mela,4,101
the benjamin,4,101
san francisco at the presidio travelodge,4,102
the ritz carlton new york central park,4,102
the ritz carlton new york central park,5,102
courtyard by marriott fisherman s wharf,4,103
the gem hotel chelsea,5,104
park hyatt chicago,4,104
dana hotel spa,5,104
the drake,5,104
hotel giraffe,5,104
the carriage house,4,104
ruby room,4,105
soho grand hotel,4,105
the drake,5,105
the gem hotel chelsea,5,105
san carlos hotel,4,106
lowell hotel,5,106
st regis hotel san francisco,5,106
best western carriage inn,5,107
library hotel,5,108
hotel gansevoort,4,108
campton place hotel,4,109
best western carriage inn,5,110
omni san francisco hotel,4,110
the kimberly hotel,4,110
four seasons hotel chicago,5,110
serrano hotel a kimpton hotel,5,110
astoria hotel,3,110
ramada inn lake shore chicago,3,111
the hotel 91,4,111
carlton arms,4,111
hampton inn majestic chicago,5,111
knights inn las vegas,1,111
hotel elysee,4,111
hotel felix,5,111
comfort inn suites las vegas,5,112
flamingo hotel casino,4,112
red rock casino resort spa,4,112
skylark motel,1,112
alexis park resort,4,112
hotel 31,4,112
best western grant park hotel,4,112
marriott s grand chateau,5,112
the ritz carlton new york central park,4,113
the kimberly hotel,4,113
lowell hotel,4,113
lowell hotel,4,113
omni berkshire place,4,113
the pierre,5,113
st regis hotel san francisco,5,113
the plaza,5,113
nob hill motor inn,4,114
silverton hotel and casino,4,114
residence inn chicago midway,5,114
comfort inn midtown manhattan,5,114
best western carriage inn,4,114
buckingham hotel,4,114
san francisco days inn downtown civic center area,4,114
wellington hotel,4,114
hotel mark twain,4,114
hampton inn tropicana,3,115
w new york times square,4,115
comfort inn,3,115
trump international hotel tower chicago,4,115
hotel vertigo,4,115
pontiac hotel,2,115
fairmont heritage place ghirardelli square,5,116
the ritz carlton,5,116
the peninsula chicago,4,116
fairmont heritage place ghirardelli square,4,116
hilton club new york,4,116
beresford arms,5,117
plaza athenee hotel,4,117
san francisco at the presidio travelodge,4,118
holiday inn express chicago midway airport,4,118
geary parkway motel,4,118
fitzpatrick grand central hotel,5,118
hotel sax chicago,5,118
affinia shelburne,5,119
renaissance stanford court,5,119
the carriage house,4,119
hotel 31,5,120
union square plaza hotel,4,120
wolcott hotel,4,120
the roosevelt hotel,3,120
the carlyle a rosewood hotel,4,121
the carlyle a rosewood hotel,3,121
jumeirah essex house,4,122
trump international hotel and tower,5,122
super 8 chicago o hare south,1,123
new york marriott east side,4,123
radisson martinique on broadway,4,123
holiday inn express chicago midway airport,4,123
hotel 373,5,123
hotel allegro chicago a kimpton hotel,5,123
chelsea pines inn,5,123
casablanca hotel,4,123
super 8 motel las vegas downtown,2,123
the belvedere,5,124
serrano hotel a kimpton hotel,5,124
amsterdam court hotel,3,124
marriott s grand chateau,5,124
jw marriott san francisco union square,5,124
duane street hotel,4,124
hotel rex,5,124
le meridien san francisco,5,124
park central,4,125
mandarin oriental new york,4,126
fairmont heritage place ghirardelli square,4,126
mandarin oriental new york,4,126
the ritz carlton,5,126
hilton club new york,4,126
best western hospitality house,4,127
holiday inn express hotel and suites las vegas 215 beltway,5,127
the mansfield,5,127
extended stay america chicago itasca,2,127
mandalay bay resort casino,4,128
sheraton fisherman s wharf hotel,3,128
the french quarters guest apartments,5,128
super 8 motel las vegas downtown,3,128
homewood suites las vegas airport,5,129
beresford arms,5,129
ramada inn lake shore chicago,3,129
civic center inn,2,129
four queens hotel and casino,4,129
best western grant park hotel,4,129
king george hotel,4,129
warwick new york hotel,4,129
the silversmith hotel suites,5,129
chicago south loop hotel,4,130
mandarin oriental new york,5,131
new york palace hotel,5,132
renoir hotel,2,132
kitano new york,4,132
renoir hotel,2,132
hilton club new york,4,132
the manhattan club,5,132
skyline hotel,4,132
the peninsula chicago,5,132
sheraton new york hotel towers,5,132
w san francisco,4,133
w san francisco,4,133
the pierre,4,133
comfort inn by the bay,4,133
four seasons hotel chicago,4,133
hilton club new york,4,133
the manhattan club,4,133
wall street inn,4,134
the peninsula chicago,4,134
omni san francisco hotel,4,134
the peninsula chicago,4,135
wolcott hotel,5,135
duane street hotel,4,135
the donatello hotel,4,135
doubletree metropolitan hotel,5,136
alexis park san francisco,4,137
hampton inn manhattan times square south,4,137
the maritime hotel,5,137
ramada eastside,5,137
chambers hotel,4,138
presidio inn suites,3,138
sheraton new york hotel towers,4,138
hotel st james,5,138
mithila,3,139
four points by sheraton midtown times square,4,139
the london nyc,4,140
the peninsula chicago,5,141
greenwich inn,4,141
radisson hotel fisherman s wharf,4,141
francisco bay inn,4,142
siegel slots and suites,4,142
tahiti village,4,142
room mate grace,5,142
hotel stanford,4,142
galleria park,5,143
radisson hotel fisherman s wharf,4,143
the whitehall hotel,4,143
buckingham hotel,3,143
hotel del sol,5,143
sheraton fisherman s wharf hotel,3,143
civic center inn,2,143
edwardian san francisco hotel,4,144
renoir hotel,3,144
red rock casino resort spa,4,144
the hampton inn times square north,5,144
the hampton inn times square north,5,144
hotel elysee,5,144
the bowery hotel,5,145
the manhattan club,4,145
w san francisco,4,145
the lombardy,4,145
serrano hotel a kimpton hotel,4,145
the inn at irving place,5,145
hotel drisco,4,145
andrews hotel,3,146
andrews hotel,4,146
the peninsula chicago,4,146
hilton club new york,4,146
casablanca hotel,5,146
skylark motel,1,146
hotel drisco,4,146
the peninsula chicago,4,147
hotel st james,5,148
the michelangelo hotel,5,148
renaissance chicago o hare suites hotel,4,148
civic center inn,2,148
ramada limited san francisco,3,148
amalfi hotel chicago,5,148
plaza athenee hotel,5,149
washington square hotel,4,149
cow hollow motor inn and suites,4,149
plaza athenee hotel,5,149
kitano new york,5,149
renaissance new york hotel times square,5,149
amalfi hotel chicago,4,149
hilton club new york,5,149
skyline hotel,4,150
hotel st james,4,150
grand hyatt san francisco,4,150
comfort inn midtown manhattan,5,151
hotel metropolis,4,151
le meridien san francisco,5,151
best western hospitality house,4,151
washington square hotel,4,152
astoria hotel,4,152
columbus motor inn,5,152
serrano hotel a kimpton hotel,5,152
cow hollow motor inn and suites,4,152
the donatello hotel,5,153
the ritz carlton,4,153
campton place hotel,5,153
grand hyatt san francisco,4,153
the peninsula chicago,5,153
san carlos hotel,5,153
the carlyle a rosewood hotel,4,154
hilton club new york,4,154
hotel drisco,4,154
mandarin oriental new york,5,154
the pierre,5,154
hotel drisco,5,154
mandarin oriental new york,4,154
mandarin oriental new york,5,154
hotel giraffe,4,155
skylark motel,1,155
novotel new york times square,4,155
the shoreham,4,155
holiday inn express hotel and suites las vegas 215 beltway,5,155
edwardian san francisco hotel,4,155
best western mccarran inn,4,156
hard rock hotel and casino,4,156
marriott s grand chateau,5,156
mandalay bay resort casino,4,156
rodeway inn convention center,4,156
super 8 chicago o hare south,3,156
hotel burnham a kimpton hotel,5,157
crowne plaza times square manhattan,4,157
aldrich hotel,1,157
serrano hotel a kimpton hotel,5,157
palwaukee inn conference center,3,157
hotel east houston,4,157
the french quarters guest apartments,5,157
w san francisco,4,158
affinia shelburne,5,158
monarch hotel,3,158
trump international hotel and tower,4,159
trump international hotel and tower,4,159
trump international hotel and tower,4,159
mandarin oriental new york,4,159
mandarin oriental new york,4,159
trump international hotel and tower,4,159
trump international hotel and tower,4,159
holiday inn chicago midway airport,4,160
kitano new york,5,160
hilton club new york,4,160
best western hospitality house,5,160
majestic hotel,4,161
the manhattan club,3,161
the bowery hotel,4,161
the manhattan club,3,161
hilton club new york,4,161
the manhattan club,4,161
washington square hotel,4,161
trump international hotel and tower,5,162
trump international hotel and tower,4,162
the ritz carlton,5,162
the plaza,4,162
hotel drisco,5,162
jumeirah essex house,4,162
the plaza,5,162
the manhattan club,4,162
west 57th street by hilton club,5,163
wolcott hotel,3,163
radisson hotel fisherman s wharf,4,164
aldrich hotel,1,164
holiday inn express hotel and suites las vegas 215 beltway,5,164
the roosevelt hotel,4,164
central loop hotel,5,164
holiday inn express chicago midway airport,5,164
the belvedere,4,165
the bowery hotel,5,165
mandarin oriental new york,4,166
west 57th street by hilton club,5,166
st regis hotel san francisco,5,166
the ritz carlton,4,166
the plaza,4,166
mandarin oriental new york,4,166
st regis hotel san francisco,5,166
la quinta summerlin tech,4,167
grosvenor suites,5,167
hilton san francisco union square,5,167
radisson martinique on broadway,5,167
greenwich inn,4,167
four points by sheraton midtown times square,4,167
the plaza,4,168
the inn at irving place,4,168
the mercer hotel,5,168
the carlyle a rosewood hotel,3,168
the pierre,5,168
the ritz carlton,5,168
jumeirah essex house,5,168
buckingham athletic club,4,169
best western hospitality house,5,169
hotel majestic,4,169
omni berkshire place,5,169
w san francisco,3,169
the new york helmsley,4,169
le meridien san francisco,5,169
the drake,5,169
columbus motor inn,5,169
intercontinental chicago,4,170
hotel felix,5,170
bedford hotel,5,170
signature at mgm grand,5,170
club quarters chicago wacker at michigan,4,170
jockey club,5,170
comfort inn chelsea,4,171
red rock casino resort spa,4,171
hotel boheme,4,171
fairfield inn chicago midway airport,4,171
adante hotel,4,172
ambassador east hotel,5,172
manor suites,2,172
comfort inn,4,173
taylor hotel,3,173
hotel majestic,4,174
w san francisco,4,174
3 west club,4,174
broadway plaza hotel,4,174
best western carriage inn,5,174
west 57th street by hilton club,4,174
san carlos hotel,5,174
best western carriage inn,4,174
mandarin oriental,4,174
hotel east houston,5,175
the roosevelt hotel,5,175
the palmer house hilton,4,175
royalton hotel new york city,5,175
residence inn las vegas convention center,4,176
serrano hotel a kimpton hotel,5,176
encore at wynn las vegas,4,176
super 8 chicago o hare south,2,176
kitano new york,4,176
allerton hotel,5,176
columbus motor inn,4,176
tahiti vacation club,4,176
west 57th street by hilton club,4,177
the pierre,5,177
west 57th street by hilton club,5,177
sheraton fisherman s wharf hotel,5,177
the lombardy,4,177
san francisco at the presidio travelodge,4,178
hotel gansevoort,4,178
the mercer hotel,5,178
west 57th street by hilton club,4,178
the bowery hotel,4,179
the carlyle a rosewood hotel,4,179
the ritz carlton,5,179
the carlyle a rosewood hotel,4,179
larkspur hotel union square,4,180
the bowery hotel,5,180
san carlos hotel,5,181
the hampton inn times square north,5,181
roger smith hotel,4,181
holiday inn express hotel and suites las vegas 215 beltway,5,181
radisson martinique on broadway,4,181
hotel griffon,5,182
cornell hotel de france,4,182
geary parkway motel,4,182
san francisco at the presidio travelodge,4,183
6 columbus,4,183
clift hotel san francisco,4,183
las vegas club 36,3,183
the new york helmsley,4,183
andrews hotel,4,184
the roosevelt hotel,4,184
travelodge golden gate san francisco,4,184
nob hill motor inn,4,184
san francisco at the presidio travelodge,4,184
wellington hotel,5,184
cow hollow motor inn and suites,5,185
the lombardy,5,185
west 57th street by hilton club,4,185
plaza athenee hotel,5,185
the lombardy,5,185
the mercer hotel,5,185
the mercer hotel,4,185
the ritz carlton,4,185
west 57th street by hilton club,4,185
hotel blake,4,186
kitano new york,5,186
thewit hotel,5,186
omni san francisco hotel,5,186
the inn at union square,5,186
hilton grand vacation suites las vegas convention center,4,186
the carlyle a rosewood hotel,4,187
the mercer hotel,5,187
sheraton new york hotel towers,4,187
the bowery hotel,5,187
the mercer hotel,5,187
the carlyle a rosewood hotel,4,187
the carlyle a rosewood hotel,4,187
thewit hotel,4,188
intercontinental mark hopkins san francisco,5,188
parc 55 hotel,4,188
hotel union square,3,188
doubletree metropolitan hotel,4,188
san francisco marriott marquis,5,189
comfort inn,4,189
washington jefferson hotel,4,189
club quarters san francisco,4,189
the lucerne hotel,4,189
hotel bijou,5,190
planet hollywood resort casino,4,191
new york palace hotel,4,192
hotel vertigo,5,192
the bowery hotel,4,192
gramercy park hotel,5,192
the bowery hotel,4,192
sheraton fisherman s wharf hotel,4,192
park hyatt chicago,5,192
the surrey,3,192
hyatt place las vegas,4,193
serrano hotel a kimpton hotel,5,193
the inn at union square,5,193
the carriage house,4,194
ace hotel nyc,4,194
golden nugget,4,194
mandalay bay resort casino,4,194
hotel 31,5,194
royal vacation suites hotel las vegas,4,194
eurostars wall street,4,194
w san francisco,4,195
chelsea pines inn,5,195
residence inn chicago downtown river north,5,195
west 57th street by hilton club,4,196
hotel vertigo,4,197
the carlyle a rosewood hotel,4,197
the mercer hotel,4,197
the carlyle a rosewood hotel,4,197
the french quarters guest apartments,5,198
the carlyle a rosewood hotel,4,198
the surrey,4,198
skylofts at mgm grand,5,198
skylofts at mgm grand,5,198
the mercer hotel,5,198
skylofts at mgm grand,4,198
the mercer hotel,5,198
tahiti vacation club,4,199
new york palace hotel,4,199
ramada inn lake shore chicago,3,199
hotel mela,5,199
renoir hotel,3,199
hotel mela,5,199
ramada inn lake shore chicago,3,199
four points by sheraton chicago downtown magnificent mile,5,199
courtyard new york manhattan fifth avenue,4,200
best western tuscan inn fisherman s wharf a kimpton hotel,4,200
sheraton new york hotel towers,4,201
the lombardy,4,201
west 57th street by hilton club,4,201
the bowery hotel,5,201
sheraton fisherman s wharf hotel,5,201
the lombardy,4,202
the bowery hotel,5,202
club quarters chicago wacker at michigan,4,202
plaza athenee hotel,5,202
w new york times square,4,202
le meridien san francisco,5,202
four seasons hotel chicago,4,202
the kensington park hotel,5,202
trump international hotel tower las vegas,5,203
rodeway inn downtown,3,203
best western nellis motor inn,2,203
crowne plaza times square manhattan,5,203
oasis inn,3,203
greenwich inn,3,203
hotel majestic,3,203
golden nugget,4,203
wynn las vegas,4,203
amsterdam court hotel,3,204
hotel east houston,4,204
red roof inn manhattan,5,204
plaza athenee hotel,4,204
hotel majestic,3,204
the roosevelt hotel,5,204
park hyatt chicago,5,205
new york palace hotel,5,205
the lombardy,4,205
new york palace hotel,5,205
hyatt at fisherman s wharf,4,206
edwardian san francisco hotel,4,206
sofitel new york,5,206
nob hill motor inn,5,206
nob hill motor inn,4,206
library hotel,4,206
staybridge suites las vegas,5,206
hotel beresford,4,206
chelsea pines inn,4,207
courtyard new york manhattan midtown east,5,208
club quarters chicago wacker at michigan,4,208
best western carriage inn,4,208
the blakely new york,5,208
carlton arms,4,208
capri motel,4,208
hotel east houston,5,208
excelsior hotel,4,208
river hotel,3,209
best western civic center motor inn,4,209
amber inn,3,209
washington square hotel,3,209
the wharf inn,5,209
skyline hotel,4,209
cow hollow motor inn and suites,4,209
new york palace hotel,5,210
extended stay deluxe las vegas east flamingo,3,211
super 8 chicago o hare south,3,211
jumeirah essex house,4,212
the mark,5,212
cooper square hotel,4,212
skylofts at mgm grand,4,212
cow hollow motor inn and suites,4,212
new york palace hotel,5,212
