,hotel_name,hotel_original_rating,hotel_price,ratings,user_age,user_id,user_ihp,user_wealth
71,the ritz carlton new york central park,4.6341463415,675.0,4.0,5.0,14,469.0,1.0772705547167465
72,park south hotel,3.9364238411000003,179.0,4.0,5.0,15,169.0,-0.02373033457185879
73,the donatello hotel,4.6252491694,278.0,5.0,5.0,15,169.0,-0.02373033457185879
74,casablanca hotel,4.5880398671,251.0,5.0,5.0,15,169.0,-0.02373033457185879
75,best western hotel tomo,4.2191304348,157.0,5.0,5.0,15,169.0,-0.02373033457185879
76,carlton inn midway,4.5565217391,129.0,5.0,5.0,15,169.0,-0.02373033457185879
77,w san francisco,3.8472440944999997,266.0,4.0,5.0,15,169.0,-0.02373033457185879
78,four seasons hotel san francisco,4.4962025316,395.0,4.0,5.0,16,469.0,1.297520115352205
79,the pierre,4.4193548387,469.0,5.0,5.0,16,469.0,1.297520115352205
80,the mark,5.0,525.0,5.0,5.0,16,469.0,1.297520115352205
81,the plaza,4.1685714286,531.0,4.0,5.0,16,469.0,1.297520115352205
82,peninsula new york,4.3592592593,695.0,5.0,5.0,16,469.0,1.297520115352205
83,campton place hotel,4.3489361702,285.0,4.0,5.0,16,469.0,1.297520115352205
84,the kimberly hotel,4.4037037037,352.25,4.0,5.0,16,469.0,1.297520115352205
85,greenwich hotel,4.2315789474,625.0,4.0,5.0,16,469.0,1.297520115352205
86,courtyard new york manhattan midtown east,4.5303703704,149.0,5.0,5.0,17,169.0,-0.22218215554634074
87,le meridien san francisco,4.4909803922,207.0,5.0,5.0,17,169.0,-0.22218215554634074
88,the sherry netherland hotel,4.6545454545,359.0,5.0,3.0,18,203.5,0.05685857501958597
89,new york palace hotel,4.6617940199,344.0,4.0,3.0,18,203.5,0.05685857501958597
90,la quinta manhattan,3.7091954023,128.75,4.0,3.0,18,203.5,0.05685857501958597
91,chelsea motor inn,4.1555555556,198.0,4.0,5.0,19,269.0,0.4569671737645188
92,the hotel 91,3.8101694915,180.5,5.0,0.0,20,227.6,0.4122992025339346
93,oceanview motel,3.36,194.5,4.0,0.0,20,227.6,0.4122992025339346
94,the lucerne hotel,4.4364705882,222.0,5.0,0.0,20,227.6,0.4122992025339346
95,the donatello hotel,4.6252491694,278.0,5.0,0.0,20,227.6,0.4122992025339346
96,the lombardy,3.9333333333,319.0,4.0,0.0,20,227.6,0.4122992025339346
97,oceanview motel,3.36,194.5,3.0,5.0,21,269.0,0.3176902095449901
98,mandarin oriental,4.4975206612,332.0,4.0,5.0,21,269.0,0.3176902095449901
99,surf motel,2.72,127.0,2.0,5.0,21,269.0,0.3176902095449901
100,west 57th street by hilton club,4.275,436.0,4.0,5.0,21,269.0,0.3176902095449901
101,roger smith hotel,4.0426470588,212.5,4.0,2.0,22,136.25,-1.1040727377502177
102,milford plaza hotel,3.5488372093000002,108.0,4.0,2.0,22,136.25,-1.1040727377502177
103,best western bowery hanbee hotel,4.4618556701,169.0,5.0,2.0,22,136.25,-1.1040727377502177
104,phoenix hotel,4.0827586207,209.0,3.0,0.0,23,127.6,-0.25596090408894656
105,ram s hotel,1.0,115.5,1.0,0.0,23,127.6,-0.25596090408894656
106,novotel new york times square,4.0099667774,144.5,4.0,0.0,23,127.6,-0.25596090408894656
107,best western grant park hotel,3.5090909091,104.0,4.0,0.0,23,127.6,-0.25596090408894656
108,surf motel,2.72,127.0,3.0,0.0,24,77.6,-1.948786553220858
109,touchstone hotel,3.8142857143,124.0,4.0,0.0,24,77.6,-1.948786553220858
110,hilton garden inn chicago downtown magnificent mile,4.2586466165,145.0,5.0,0.0,24,77.6,-1.948786553220858
111,best western mccarran inn,3.6578947368,91.0,4.0,0.0,24,77.6,-1.948786553220858
112,terrible s hotel casino,3.7669902913,25.0,4.0,0.0,24,77.6,-1.948786553220858
113,crowne plaza times square manhattan,4.0239202658,115.8,5.0,0.0,24,77.6,-1.948786553220858
114,edwardian san francisco hotel,3.4140350877,129.67,3.0,0.0,24,77.6,-1.948786553220858
115,hotel diva,4.2096774194,162.0,4.0,4.0,25,309.25,0.8044346344149416
116,st regis hotel san francisco,4.3762711863999995,483.0,4.0,4.0,25,309.25,0.8044346344149416
117,king george hotel,3.7919191919,185.0,3.0,4.0,25,309.25,0.8044346344149416
118,w san francisco,3.8472440944999997,266.0,5.0,4.0,25,309.25,0.8044346344149416
119,the lombardy,3.9333333333,319.0,5.0,4.0,25,309.25,0.8044346344149416
120,cancun resort,3.85625,65.0,4.0,3.0,26,153.5,-1.4837073055316004
121,clift hotel san francisco,3.7356828194,190.0,5.0,3.0,26,153.5,-1.4837073055316004
122,residence inn las vegas hughes center,4.2166666667,111.0,5.0,0.0,27,127.6,0.028805611190565343
123,comfort inn by the bay,3.8309090908999996,198.0,4.0,0.0,27,127.6,0.028805611190565343
124,mandalay bay resort casino,3.8139534883999997,77.0,4.0,0.0,27,127.6,0.028805611190565343
125,ram s hotel,1.0,115.5,1.0,0.0,27,127.6,0.028805611190565343
126,civic center inn,1.4333333333000002,137.75,2.0,0.0,27,127.6,0.028805611190565343
127,fairfield inn chicago midway airport,3.86,138.0,5.0,0.0,27,127.6,0.028805611190565343
128,washington jefferson hotel,3.8840579710000003,182.25,4.0,0.0,27,127.6,0.028805611190565343
129,hudson hotel,3.4338870432,133.25,4.0,0.0,27,127.6,0.028805611190565343
130,omni san francisco hotel,4.5986710963,325.0,5.0,1.0,28,259.225,0.2831734802479579
131,hotel wales,3.6392156863,200.2,3.0,1.0,28,259.225,0.2831734802479579
132,wheeler mansion,3.3076923077,335.0,3.0,1.0,28,259.225,0.2831734802479579
133,grandview at las vegas,3.9347826087,260.0,4.0,1.0,28,259.225,0.2831734802479579
134,omni san francisco hotel,4.5986710963,325.0,5.0,1.0,28,259.225,0.2831734802479579
135,omni san francisco hotel,4.5986710963,325.0,5.0,1.0,28,259.225,0.2831734802479579
136,fitzgerald hotel union square,3.4952380952,158.0,4.0,5.0,29,144.0,-0.32582948303601506
137,hotel north beach,3.6,126.0,4.0,5.0,29,144.0,-0.32582948303601506
138,courtyard new york manhattan fifth avenue,4.06,155.0,5.0,5.0,29,144.0,-0.32582948303601506
139,hotel beresford,3.4836363636,153.0,3.0,5.0,29,144.0,-0.32582948303601506
140,chelsea pines inn,4.4757763975,214.0,4.0,5.0,29,144.0,-0.32582948303601506
141,wellington hotel,3.7940199336,170.75,4.0,5.0,29,144.0,-0.32582948303601506
142,amsterdam court hotel,3.4355828220999998,231.6,3.0,5.0,29,144.0,-0.32582948303601506
143,super 8 chicago o hare south,2.1125,63.0,2.0,5.0,29,144.0,-0.32582948303601506
144,best western carriage inn,4.075,245.0,3.0,5.0,29,144.0,-0.32582948303601506
145,serrano hotel a kimpton hotel,4.2525252525,173.0,5.0,4.0,30,209.25,0.0030994292015099935
146,the michelangelo hotel,4.5709543568,197.0,5.0,4.0,30,209.25,0.0030994292015099935
147,washington jefferson hotel,3.8840579710000003,182.25,5.0,4.0,30,209.25,0.0030994292015099935
148,greenwich hotel,4.2315789474,625.0,4.0,3.0,31,503.5,1.9124656747850939
149,the kimberly hotel,4.4037037037,352.25,4.0,3.0,31,503.5,1.9124656747850939
150,fairmont heritage place ghirardelli square,4.7948717949,764.0,4.0,3.0,31,503.5,1.9124656747850939
151,greenwich hotel,4.2315789474,625.0,4.0,3.0,31,503.5,1.9124656747850939
152,suites at fisherman s wharf,4.4654545455,429.0,4.0,3.0,31,503.5,1.9124656747850939
153,four seasons hotel san francisco,4.4962025316,395.0,5.0,3.0,31,503.5,1.9124656747850939
154,fairmont heritage place ghirardelli square,4.7948717949,764.0,4.0,3.0,31,503.5,1.9124656747850939
155,peninsula new york,4.3592592593,695.0,4.0,3.0,31,503.5,1.9124656747850939
156,st regis hotel san francisco,4.3762711863999995,483.0,5.0,3.0,31,503.5,1.9124656747850939
157,the plaza,4.1685714286,531.0,4.0,0.0,32,427.6,1.2985930317831234
158,the ritz carlton new york central park,4.6341463415,675.0,5.0,0.0,32,427.6,1.2985930317831234
159,peninsula new york,4.3592592593,695.0,4.0,0.0,32,427.6,1.2985930317831234
160,the plaza,4.1685714286,531.0,4.0,0.0,32,427.6,1.2985930317831234
161,peninsula new york,4.3592592593,695.0,4.0,0.0,32,427.6,1.2985930317831234
162,the mark,5.0,525.0,5.0,0.0,32,427.6,1.2985930317831234
163,suites at fisherman s wharf,4.4654545455,429.0,5.0,0.0,32,427.6,1.2985930317831234
164,hotel carlton a joie de vivre hotel,4.3382059801,217.0,5.0,0.0,32,427.6,1.2985930317831234
165,the london nyc,4.3655737705,200.0,4.0,5.0,33,144.0,-0.3952897350874455
166,las vegas club 36,3.5857142857,119.0,4.0,5.0,33,144.0,-0.3952897350874455
167,thehotel at mandalay bay,4.0205980066,121.0,5.0,5.0,33,144.0,-0.3952897350874455
168,presidio inn suites,2.6588235293999998,178.0,3.0,5.0,33,144.0,-0.3952897350874455
169,highland inn motel,3.4,60.0,3.0,5.0,33,144.0,-0.3952897350874455
170,broadway plaza hotel,3.9938461538,132.0,4.0,5.0,33,144.0,-0.3952897350874455
171,greenwich hotel,4.2315789474,625.0,4.0,2.0,34,486.25,0.8876469132519665
172,the kimberly hotel,4.4037037037,352.25,4.0,2.0,34,486.25,0.8876469132519665
173,peninsula new york,4.3592592593,695.0,5.0,2.0,34,486.25,0.8876469132519665
174,peninsula new york,4.3592592593,695.0,4.0,2.0,34,486.25,0.8876469132519665
175,hotel drisco,4.6723004695,439.0,5.0,2.0,34,486.25,0.8876469132519665
176,trump international hotel and tower,4.4829268293,562.0,4.0,2.0,34,486.25,0.8876469132519665
177,peninsula new york,4.3592592593,695.0,4.0,2.0,34,486.25,0.8876469132519665
178,trump international hotel and tower,4.4829268293,562.0,4.0,2.0,34,486.25,0.8876469132519665
179,four seasons hotel san francisco,4.4962025316,395.0,4.0,2.0,34,486.25,0.8876469132519665
180,mandarin oriental new york,4.4481481481,795.0,5.0,5.0,35,469.0,1.2397369218109766
181,park south hotel,3.9364238411000003,179.0,4.0,5.0,35,469.0,1.2397369218109766
182,four seasons hotel san francisco,4.4962025316,395.0,4.0,5.0,35,469.0,1.2397369218109766
183,lowell hotel,4.3818181818,563.5,5.0,5.0,35,469.0,1.2397369218109766
184,cooper square hotel,4.0260869564999995,209.0,4.0,5.0,36,169.0,-0.1377161943719115
185,plaza athenee hotel,4.04,257.75,4.0,5.0,36,169.0,-0.1377161943719115
186,chelsea pines inn,4.4757763975,214.0,5.0,5.0,36,169.0,-0.1377161943719115
187,chelsea pines inn,4.4757763975,214.0,5.0,5.0,36,169.0,-0.1377161943719115
188,kitano new york,4.4345454545,253.0,4.0,5.0,36,169.0,-0.1377161943719115
189,best western carriage inn,4.075,245.0,4.0,5.0,36,169.0,-0.1377161943719115
190,king george hotel,3.7919191919,185.0,4.0,5.0,36,169.0,-0.1377161943719115
191,the donatello hotel,4.6252491694,278.0,4.0,5.0,36,169.0,-0.1377161943719115
192,wynn las vegas,4.3488372093,201.0,5.0,5.0,36,169.0,-0.1377161943719115
193,alexis park resort,3.1333333333,55.0,2.0,1.0,37,134.225,-0.6149992064103015
194,renaissance stanford court,4.162025316499999,140.0,4.0,1.0,37,134.225,-0.6149992064103015
195,carlton arms,3.6380952381,111.0,5.0,1.0,37,134.225,-0.6149992064103015
196,chelsea motor inn,4.1555555556,198.0,4.0,1.0,37,134.225,-0.6149992064103015
197,extended stay deluxe las vegas east flamingo,3.05,76.0,3.0,1.0,37,134.225,-0.6149992064103015
198,soho grand hotel,3.6309677419,196.5,4.0,1.0,37,134.225,-0.6149992064103015
199,nob hill motor inn,4.1956521739,194.0,4.0,1.0,37,134.225,-0.6149992064103015
200,wellington hotel,3.7940199336,170.75,4.0,1.0,37,134.225,-0.6149992064103015
201,renaissance stanford court,4.162025316499999,140.0,5.0,1.0,37,134.225,-0.6149992064103015
202,eurostars wall street,4.1,164.5,5.0,5.0,38,144.0,-0.43379241751109604
203,kitano new york,4.4345454545,253.0,5.0,5.0,38,144.0,-0.43379241751109604
204,the hampton inn times square north,4.5641196013,141.0,5.0,5.0,38,144.0,-0.43379241751109604
205,plaza athenee hotel,4.04,257.75,3.0,5.0,38,144.0,-0.43379241751109604
206,hotel sax chicago,4.1482142857,105.0,5.0,5.0,38,144.0,-0.43379241751109604
207,hotel st james,3.6924137931,143.75,5.0,5.0,38,144.0,-0.43379241751109604
208,palms place hotel spa,4.3333333333,99.0,4.0,5.0,38,144.0,-0.43379241751109604
209,days inn san francisco at the beach,2.8285714286,138.0,3.0,5.0,38,144.0,-0.43379241751109604
210,hotel burnham a kimpton hotel,4.5346405229,123.0,5.0,1.0,39,159.225,-0.2099704304384414
211,skylark motel,1.0,90.0,1.0,1.0,39,159.225,-0.2099704304384414
212,hotel giraffe,4.5727574750999995,262.0,4.0,1.0,39,159.225,-0.2099704304384414
213,affinia shelburne,4.2292358804,149.0,5.0,1.0,39,159.225,-0.2099704304384414
214,hotel gansevoort,4.0069364162,314.5,4.0,1.0,39,159.225,-0.2099704304384414
215,four seasons hotel san francisco,4.4962025316,395.0,4.0,2.0,40,486.25,1.647922880152942
216,new york palace hotel,4.6617940199,344.0,4.0,2.0,40,486.25,1.647922880152942
217,greenwich hotel,4.2315789474,625.0,4.0,2.0,40,486.25,1.647922880152942
218,the ritz carlton new york central park,4.6341463415,675.0,4.0,2.0,40,486.25,1.647922880152942
219,lowell hotel,4.3818181818,563.5,4.0,2.0,40,486.25,1.647922880152942
220,hotel elysee,4.6007407407,237.0,5.0,3.0,41,178.5,-0.8140743024734375
221,ramada inn lake shore chicago,3.125,101.6,3.0,3.0,41,178.5,-0.8140743024734375
222,hilton grand vacation suites las vegas convention center,4.038235294100001,73.0,3.0,3.0,41,178.5,-0.8140743024734375
223,fairmont heritage place ghirardelli square,4.7948717949,764.0,4.0,4.0,42,509.25,1.4339651740930424
224,mandarin oriental new york,4.4481481481,795.0,4.0,4.0,42,509.25,1.4339651740930424
225,lowell hotel,4.3818181818,563.5,4.0,4.0,42,509.25,1.4339651740930424
226,the sherry netherland hotel,4.6545454545,359.0,5.0,4.0,42,509.25,1.4339651740930424
227,four seasons hotel san francisco,4.4962025316,395.0,4.0,4.0,42,509.25,1.4339651740930424
228,le parker meridien,3.8259136213,249.4,4.0,4.0,42,509.25,1.4339651740930424
229,the ritz carlton new york central park,4.6341463415,675.0,4.0,4.0,42,509.25,1.4339651740930424
230,le meridien san francisco,4.4909803922,207.0,5.0,2.0,43,186.25,0.15803999962269868
231,venetian resort hotel casino,4.283720930199999,117.0,4.0,2.0,43,186.25,0.15803999962269868
232,best western hospitality house,4.3288461538,226.0,5.0,4.0,44,184.25,-0.42378778102050046
233,san francisco at the presidio travelodge,4.0588235294,241.0,4.0,4.0,44,184.25,-0.42378778102050046
234,hotel mela,4.4352159468,212.0,5.0,1.0,45,134.225,-0.5858025341575364
235,sofitel chicago water tower,4.6013289037,188.0,4.0,1.0,45,134.225,-0.5858025341575364
236,red roof inn manhattan,4.1782312925,122.5,5.0,1.0,45,134.225,-0.5858025341575364
237,hilton garden inn chicago downtown magnificent mile,4.2586466165,145.0,5.0,1.0,45,134.225,-0.5858025341575364
238,cow hollow motor inn and suites,4.1948051948,284.0,4.0,3.0,46,303.5,0.4940189783364708
239,st regis hotel san francisco,4.3762711863999995,483.0,4.0,3.0,46,303.5,0.4940189783364708
240,washington square hotel,4.0028169014,312.6,4.0,3.0,46,303.5,0.4940189783364708
241,columbus motor inn,4.3863874346,228.0,4.0,5.0,47,169.0,-0.14953736224197017
242,omni berkshire place,4.3469194313,205.5,4.0,5.0,47,169.0,-0.14953736224197017
243,kitano new york,4.4345454545,253.0,4.0,5.0,47,169.0,-0.14953736224197017
244,travelodge central san francisco hotel,2.5193548387,117.2,2.0,5.0,47,169.0,-0.14953736224197017
245,w san francisco,3.8472440944999997,266.0,4.0,5.0,47,169.0,-0.14953736224197017
246,the westin new york at times square,4.1415282392,179.0,4.0,5.0,47,169.0,-0.14953736224197017
247,blue moon hotel,4.4972972973,204.0,5.0,5.0,47,169.0,-0.14953736224197017
248,w san francisco,3.8472440944999997,266.0,3.0,5.0,47,169.0,-0.14953736224197017
249,hotel felix,4.0873239437,124.0,4.0,1.0,48,159.225,0.2564856964350463
250,chambers hotel,4.1,217.2,4.0,1.0,48,159.225,0.2564856964350463
251,smyth hotel a thompson hotel,4.5962962963,249.0,4.0,1.0,48,159.225,0.2564856964350463
252,the silversmith hotel suites,4.0890756303,150.0,4.0,1.0,48,159.225,0.2564856964350463
253,hotel burnham a kimpton hotel,4.5346405229,123.0,5.0,1.0,48,159.225,0.2564856964350463
254,the michelangelo hotel,4.5709543568,197.0,5.0,1.0,48,159.225,0.2564856964350463
255,buckingham athletic club,4.090909090899999,209.0,4.0,5.0,49,169.0,0.04183769604817662
256,palace hotel,4.0962025316,265.0,4.0,5.0,49,169.0,0.04183769604817662
257,w new york times square,3.9443223443,210.5,4.0,5.0,49,169.0,0.04183769604817662
258,the new york helmsley,4.1873754153,247.5,4.0,5.0,49,169.0,0.04183769604817662
259,residence inn chicago midway,5.0,192.0,5.0,3.0,50,178.5,-0.5092387919132692
260,best western tuscan inn fisherman s wharf a kimpton hotel,4.2561151079,171.0,4.0,3.0,50,178.5,-0.5092387919132692
261,san carlos hotel,4.5042857143,263.0,4.0,3.0,50,178.5,-0.5092387919132692
262,extended stay deluxe las vegas east flamingo,3.05,76.0,3.0,3.0,50,178.5,-0.5092387919132692
263,best western hotel tomo,4.2191304348,157.0,4.0,3.0,50,178.5,-0.5092387919132692
264,san carlos hotel,4.5042857143,263.0,4.0,3.0,50,178.5,-0.5092387919132692
265,the drake,4.1451428571,167.0,5.0,3.0,50,178.5,-0.5092387919132692
266,andrews hotel,4.032,154.0,5.0,3.0,51,153.5,-1.4298508988270076
267,skyline hotel,3.7681318681000002,229.0,4.0,3.0,51,153.5,-1.4298508988270076
268,four points by sheraton midtown times square,3.8866666667,146.0,4.0,3.0,51,153.5,-1.4298508988270076
269,cosmopolitan hotel tribeca,4.1,151.0,4.0,5.0,52,119.0,-1.099164834455367
270,new york marriott downtown,4.1211267606,195.0,3.0,5.0,52,119.0,-1.099164834455367
271,hotel east houston,4.0516129032,163.75,5.0,5.0,52,119.0,-1.099164834455367
272,ambassador east hotel,4.078,166.0,5.0,5.0,52,119.0,-1.099164834455367
273,alexis park resort,3.1333333333,55.0,3.0,5.0,52,119.0,-1.099164834455367
274,suncoast hotel and casino,4.1820512821,66.0,4.0,5.0,52,119.0,-1.099164834455367
275,wall street inn,4.0432432432,218.2,4.0,5.0,52,119.0,-1.099164834455367
276,chicago marriott at medical district uic,3.8333333332999997,183.0,5.0,1.0,53,159.225,0.058685499700170674
277,geary parkway motel,4.175,156.0,5.0,1.0,53,159.225,0.058685499700170674
278,rio suite hotel and casino,3.5056478405,88.0,3.0,1.0,53,159.225,0.058685499700170674
279,san francisco at the presidio travelodge,4.0588235294,241.0,4.0,1.0,53,159.225,0.058685499700170674
280,holiday inn express hotel and suites las vegas 215 beltway,4.6461538462,115.0,5.0,1.0,53,159.225,0.058685499700170674
281,amalfi hotel chicago,4.4524064171,158.0,5.0,1.0,53,159.225,0.058685499700170674
282,beresford arms,3.9391304348,175.0,4.0,1.0,53,159.225,0.058685499700170674
283,thehotel at mandalay bay,4.0205980066,121.0,4.0,1.0,53,159.225,0.058685499700170674
284,hotel mela,4.4352159468,212.0,5.0,1.0,53,159.225,0.058685499700170674
285,renoir hotel,2.637037037,234.0,3.0,1.0,54,134.225,-0.7080849259947251
286,jockey club,3.9531914894,96.75,5.0,1.0,54,134.225,-0.7080849259947251
287,renaissance stanford court,4.162025316499999,140.0,5.0,1.0,54,134.225,-0.7080849259947251
288,skyline hotel,3.7681318681000002,229.0,4.0,1.0,54,134.225,-0.7080849259947251
289,hotel metro,4.2199335548,144.6,5.0,1.0,54,134.225,-0.7080849259947251
290,st regis hotel san francisco,4.3762711863999995,483.0,5.0,3.0,55,503.5,1.1675899392587155
291,fairmont heritage place ghirardelli square,4.7948717949,764.0,5.0,3.0,55,503.5,1.1675899392587155
292,hotel diva,4.2096774194,162.0,5.0,5.0,56,169.0,-0.08331200237203476
293,skyline hotel,3.7681318681000002,229.0,3.0,5.0,56,169.0,-0.08331200237203476
294,red roof inn manhattan,4.1782312925,122.5,4.0,5.0,56,169.0,-0.08331200237203476
295,marriott s grand chateau,4.4571428571,113.0,4.0,5.0,56,169.0,-0.08331200237203476
296,touchstone hotel,3.8142857143,124.0,5.0,5.0,56,169.0,-0.08331200237203476
297,mandarin oriental new york,4.4481481481,795.0,4.0,4.0,57,509.25,2.2609316371321633
298,royal vacation suites hotel las vegas,3.6518518519,46.0,5.0,0.0,58,77.6,-1.0250826029877838
299,club quarters chicago wacker at michigan,4.0333333333,112.0,4.0,0.0,58,77.6,-1.0250826029877838
300,the sherry netherland hotel,4.6545454545,359.0,5.0,4.0,59,309.25,0.2634176686507033
301,sheraton fisherman s wharf hotel,3.9179487179000003,290.0,5.0,4.0,59,309.25,0.2634176686507033
302,best western carriage inn,4.075,245.0,4.0,4.0,59,309.25,0.2634176686507033
303,the sherry netherland hotel,4.6545454545,359.0,5.0,4.0,59,309.25,0.2634176686507033
